"","GN","filter_all_group","route_djev_1_1","route_djev_1_2","route_djev_2_1","route_djev_2_2","route_djev_3_1","route_djev_3_2","skill_avi","skill_ski","skill_avi_3l","skill_ski_3l","skill_avi_numeric","skill_ski_numeric","soc_6_1","soc_6_2","soc_6_3","soc_6_4","soc_6_3_reversed_NEW","soc_6_4_reversed_NEW","soc_6_5","soc_6_6","soc_total","g_dynamics","g_trust_1","g_confidence_1","age","bc_years_4","bc_days","birthy","sex","area_days","No","filter_full_group","Num","RecordedDate","goal_11_TEXT","StartDate","EndDate","Status","Progress","Duration__in_seconds_","group_nr","Finished","Day","Day_coded","n_people","firstime","Version","gear","g_leader","g_leader_you","goal_12","goal_1","goal_2","goal_3","goal_4","goal_5","goal_6","goal_7","goal_8","goal_9","goal_10","goal_11","goal_11_presence","goal_num","forecast","ates","mountain_1","mountain_2","mountain_3","route_skit_1_1","route_skit_1_2","route_skit_2_1","route_skit_2_2","route_skit_3_1","route_skit_3_2","route_skit_4_1","route_skit_4_2","n_trips_skit","n_trips_dje","TotalTotal","route_stor_1_2","route_stor_2_1","route_stor_2_2","route_stor_3_1","route_stor_3_2","route_stor_4_1","route_stor_4_2","route_stor_5_1","route_stor_5_2","route_stor_6_1","route_stor_6_2","n_trips_stor","aviprob_exp_10","aviprob_exp_1","aviprob_exp_2","aviprob_exp_3","aviprob_exp_4","aviprob_exp_5","aviprob_exp_6","aviprob_exp_7","aviprob_exp_8","aviprob_exp_9","factor_plan_99","factor_plan_1","factor_plan_2","factor_plan_3","factor_plan_4","factor_plan_5","factor_plan_6","factor_plan_7","factor_plan_8","factor_plan_9","factor_plan_10","factor_plan_11","factor_plan_12","factor_plan_13","factor_plan_14","factor_plan_15","factor_plan_16","factor_plan_17","factor_plan_18","factor_plan_19","factor_plan_20","factor_plan_21","factor_plan_22","factor_freq_dic","factor_freq_1","factor_freq_2","factor_freq_3","factor_freq_4","factor_freq_5","factor_freq_6","factor_freq_7","factor_freq_8","factor_freq_9","factor_freq_10","factor_freq_11","factor_freq_12","factor_freq_13","factor_freq_14","factor_freq_15","factor_freq_16","factor_freq_17","factor_freq_18","factor_freq_19","factor_freq_20","factor_freq_21","factor_freq_22","factor_freq_23","dp_dic","s_t_g_dm_1","s_t_g_dm_2","s_t_g_dm_3","mapphoto","multi_mountains","dpoint_map_skit_1_x","dpoint_map_skit_1_y","dpoint_photo_skit_1_x","dpoint_photo_skit_1_y","dpoint_map_djev_1_x","dpoint_map_djev_1_y","dpoint_photo_djev_1_x","dpoint_photo_djev_1_y","dpoint_map_stor_1_x","dpoint_map_stor_1_y","dpoint_photo_stor_1_x","dpoint_photo_stor_1_y","decision","aviprob_dm_99","aviprob_dm_98","aviprob_dm_9","aviprob_dm_1","aviprob_dm_2","aviprob_dm_3","aviprob_dm_4","aviprob_dm_5","aviprob_dm_6","aviprob_dm_7","factor_detail_4","factor_detail_5","factor_detail_6","factor_detail_7","factor_detail_8","factor_detail_9","factor_detail_10","factor_detail_11","factor_detail_12","factor_detail_13","factor_detail_14","factor_detail_15","factor_detail_16","factor_detail_17","factor_detail_18","factor_detail_19","factor_detail_20","factor_detail_21","factor_detail_22","factor_detail_23","factor_detail_24","factor_detail_25","factor_detail_26","social_binary","aviprob_exp_number","aviprob_dm_number","factor_detail_number","group_number_size"
"11","B13",1,NA,NA,NA,NA,NA,NA,3,3,2,2,3,3,5,5,5,5,NA,NA,5,5,22,5,5,7,37,3,1,1985,1,2,123,1,123,2022-03-28 00:15:28,"-99",2022-03-27 05:55:34,2022-03-27 06:12:07,16,100,992,"",1,"
28-Mar-22",3,3,1,1,1,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,NA,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,2,NA,NA,NA,299,75,NA,NA,NA,NA,NA,NA,NA,NA,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",1,0,0,"large"
"12","B14",1,NA,NA,NA,NA,NA,NA,6,4,3,2,6,4,5,5,5,4,2,3,5,5,23,5,5,7,53,-99,339,1969,2,4,108,1,108,2022-03-27 11:41:56,"-99",2022-03-27 04:17:56,2022-03-27 04:38:38,16,100,1241,"",1,"
27-Mar-22",2,2,1,1,1,NA,NA,0,0,1,0,0,1,0,1,0,0,0,0,NA,3,1,3,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,2,NA,1,1,NA,1,1,1,NA,NA,NA,NA,NA,1,1,5,5,7,NA,NA,5,NA,NA,NA,1,0,1,0,1,NA,170,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",1,0,0,"small"
"13","B14",1,NA,NA,NA,NA,NA,NA,4,4,2,2,4,4,5,5,4,4,3,3,5,5,24,5,5,7,43,12,314,1979,1,4,118,1,118,2022-03-27 11:48:43,"-99",2022-03-27 04:18:57,2022-03-27 04:36:20,16,100,1042,"",1,"
27-Mar-22",2,2,1,1,1,NA,NA,0,0,1,0,1,1,1,1,0,0,0,0,NA,5,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",2,0,0,"small"
"14","B16",1,NA,NA,NA,NA,NA,NA,4,4,2,2,4,4,5,5,3,1,NA,NA,5,5,28,5,5,6,25,12,319,1997,2,4,111,1,111,2022-03-27 11:42:00,"-99",2022-03-27 06:22:37,2022-03-27 07:08:29,16,100,2752,"",1,"
27-Mar-22",2,2,1,1,1,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,1,1,5,1,NA,NA,1,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,NA,772,463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",2,2,0,"small"
"15","B16",1,NA,NA,NA,NA,NA,NA,4,4,2,2,4,4,5,5,3,1,NA,NA,5,5,28,5,5,6,28,12,319,1994,2,4,121,1,121,2022-03-27 11:48:47,"-99",2022-03-27 06:22:55,2022-03-27 07:04:24,16,100,2488,"",1,"
27-Mar-22",2,2,1,1,1,NA,NA,0,0,0,0,0,1,0,1,0,0,0,0,NA,2,1,5,1,NA,NA,1,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,NA,768,429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",2,2,0,"small"
"16","B17",1,NA,NA,NA,NA,NA,NA,5,5,3,3,5,5,3,4,3,1,4,6,4,3,22,4,4,7,31,-99,324,1991,2,4,113,1,113,2022-03-27 11:44:01,"Nyte sola",2022-03-27 06:54:21,2022-03-27 07:14:37,16,100,1215,"",1,"
27-Mar-22",2,2,1,1,1,NA,NA,0,0,0,1,0,0,0,0,0,0,0,1,1,2,1,4,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,425,NA,NA,2,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low",2,1,0,"small"
"17","B17",1,NA,NA,NA,NA,NA,NA,4,4,2,2,4,4,3,5,1,1,6,6,4,4,26,5,5,5,28,10,319,1994,1,3,115,1,115,2022-03-27 11:45:25,"-99",2022-03-27 06:53:43,2022-03-27 07:11:20,16,100,1056,"",1,"
27-Mar-22",2,2,1,1,1,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,NA,2,1,4,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,324,341,NA,NA,2,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low",1,1,0,"small"
"18","B2",1,NA,NA,NA,NA,NA,NA,1,3,1,2,1,3,5,5,3,5,4,2,5,5,24,5,5,7,24,-99,1,1998,1,1,20,2,20,2022-03-26 13:29:20,"-99",2022-03-26 06:31:54,2022-03-26 06:44:37,16,100,763,"",1,"
26-Mar-22",1,7,1,1,3,NA,NA,0,0,1,0,0,1,0,0,0,0,0,0,NA,2,7,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,NA,176,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",0,0,0,"large"
"19","B2",1,NA,NA,NA,NA,NA,NA,4,5,2,3,4,5,3,4,3,5,4,2,3,3,17,-99,3,6,26,-99,344,1996,1,4,31,2,31,2022-03-26 13:30:48,"-99",2018-03-05 20:50:42,2018-03-05 21:16:42,16,100,1560,"",1,"
26-Mar-22",1,7,1,1,1,NA,NA,0,0,0,0,1,0,1,0,0,0,0,0,NA,2,1,4,1,NA,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,2,NA,NA,1,2,1,1,1,NA,NA,NA,NA,2,NA,1,7,7,NA,NA,7,NA,NA,NA,7,1,1,1,0,1,NA,202,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",3,2,0,"large"
"20","B2",1,NA,NA,NA,NA,NA,NA,5,5,3,3,5,5,5,5,6,5,1,2,5,5,21,4,5,7,26,-99,359,1996,2,4,48,2,48,2022-03-26 13:39:17,"-99",2018-03-05 18:31:44,2018-03-05 18:44:19,16,100,754,"",1,"
26-Mar-22",1,7,1,1,1,NA,NA,0,0,1,0,0,0,1,0,0,0,0,0,NA,2,1,3,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,NA,181,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",2,0,0,"large"
"21","B2",1,NA,NA,NA,NA,NA,NA,2,4,1,2,2,4,5,5,3,5,4,2,5,5,24,5,5,7,55,10,304,1967,2,2,52,2,52,2022-03-26 13:42:06,"-99",2022-03-26 06:33:02,2022-03-26 06:51:02,16,100,1079,"",1,"
26-Mar-22",1,7,1,1,1,NA,NA,0,0,1,0,1,1,1,0,0,0,0,0,NA,4,1,4,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,2,NA,NA,NA,270,140,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",1,1,0,"large"
"22","B2",1,NA,NA,NA,NA,NA,NA,2,4,1,2,2,4,1,1,1,3,6,4,4,4,18,4,4,6,26,5,303,1996,1,3,57,2,57,2022-03-26 15:55:04,"-99",2022-03-25 15:24:13,2022-03-26 06:38:03,16,100,54830,"",1,"
26-Mar-22",1,7,1,1,1,NA,NA,0,0,1,1,1,1,1,1,0,0,0,0,NA,6,1,4,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,NA,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",3,1,0,"large"
"23","B2",1,NA,NA,NA,NA,NA,NA,4,5,2,3,4,5,5,5,6,5,1,2,5,5,21,4,4,7,25,7,309,1997,2,4,59,2,59,2022-03-26 15:58:23,"-99",2022-03-26 06:25:06,2022-03-26 06:46:56,16,100,1309,"",1,"
26-Mar-22",1,7,1,1,1,NA,NA,0,0,1,0,0,0,0,1,1,0,0,0,NA,3,1,4,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,2,NA,NA,NA,290,78,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",2,2,0,"large"
"24","B2",1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,4,5,3,4,4,3,4,5,23,4,4,6,24,0,301,1998,1,3,65,2,65,2022-03-26 15:59:15,"-99",2022-03-26 06:30:44,2022-03-26 06:38:56,16,100,492,"",1,"
26-Mar-22",1,6,1,1,3,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,7,3,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",0,0,0,"large"
"25","B21",1,NA,NA,1,1,NA,NA,3,4,2,2,3,4,4,5,5,4,NA,NA,4,4,20,4,4,5,26,4,309,1996,1,2,144,1,144,2022-03-28 14:05:32,"-99",2022-03-28 05:18:30,2022-03-28 05:58:04,16,100,2373,"",1,"
28-Mar-22",3,3,1,1,1,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,NA,2,1,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,NA,NA,NA,NA,NA,-99,-99,NA,NA,NA,NA,NA,NA,4,0,0,0,0,1,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",3,4,0,"large"
"26","B21",1,NA,NA,1,1,NA,NA,5,4,3,2,5,4,4,5,5,4,NA,NA,5,5,22,5,4,6,27,-99,313,1995,2,2,150,1,150,2022-03-28 14:06:37,"Kjøre djevltannrenna",2022-03-28 05:16:42,2022-03-28 05:49:29,16,100,1966,"",1,"
28-Mar-22",3,3,1,1,1,NA,NA,0,0,0,1,0,1,0,0,0,0,0,1,1,3,1,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,NA,1,1,NA,NA,2,1,NA,NA,NA,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,NA,NA,NA,NA,NA,148,236,NA,NA,NA,NA,NA,NA,5,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",2,1,0,"large"
"27","B21",1,NA,NA,1,1,NA,NA,5,5,3,3,5,5,4,3,4,5,NA,NA,4,3,17,4,4,6,25,-99,324,1997,2,3,156,1,156,2022-03-28 14:08:38,"-99",2022-03-28 05:20:01,2022-03-28 06:04:29,16,100,2667,"",1,"
28-Mar-22",3,3,1,1,1,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,1,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,2,NA,1,1,3,NA,7,1,NA,4,8,4,NA,1,1,1,5,5,NA,1,NA,NA,NA,5,1,1,1,0,1,NA,NA,NA,NA,NA,194,626,NA,NA,NA,NA,NA,NA,5,0,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",5,2,0,"large"
"28","B27",1,NA,NA,NA,NA,NA,NA,3,4,2,2,3,4,5,5,6,3,NA,NA,4,5,22,5,5,7,134,7,305,1888,2,4,162,1,162,2022-03-28 14:10:42,"-99",2022-03-28 06:58:31,2022-03-28 07:14:39,16,100,968,"",1,"
28-Mar-22",3,2,1,1,1,NA,NA,0,0,1,0,1,0,1,0,0,0,0,0,NA,3,1,7,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low",3,0,0,"small"
"29","B27",1,NA,NA,NA,NA,NA,NA,4,3,2,2,4,3,5,5,4,2,NA,NA,4,4,24,4,4,5,33,-99,309,1989,1,2,171,1,171,2022-03-28 14:14:02,"-99",2022-03-28 07:00:05,2022-03-28 07:21:08,16,100,1263,"",1,"
28-Mar-22",3,2,1,1,1,NA,NA,0,0,1,1,1,1,1,1,0,0,0,0,NA,6,1,4,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,NA,178,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low",4,2,0,"small"
"30","B29",1,NA,NA,NA,NA,NA,NA,4,4,2,2,4,4,5,5,1,2,NA,NA,5,5,29,5,5,7,67,30,306,1955,2,2,165,1,165,2022-03-28 14:11:27,"-99",2022-03-28 07:26:02,2022-03-28 07:41:24,16,100,922,"",1,"
28-Mar-22",3,4,1,1,3,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,7,4,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",1,0,0,"large"
"31","B29",1,NA,NA,NA,NA,NA,NA,6,6,3,3,6,6,5,5,1,4,NA,NA,5,5,27,5,5,7,70,40,313,1952,2,2,167,1,167,2022-03-28 14:12:19,"-99",2022-03-28 07:27:53,2022-03-28 07:52:57,16,100,1504,"",1,"
28-Mar-22",3,4,1,1,3,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1,4,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,6,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,180,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",2,0,0,"large"
